Job Title;Job Description;Job Payment;Job Link
AI Enthusiasts with ChatGPT Experience;We’re looking to hire 2 dynamic freelancers with a passion for AI and ChatGPT. If you have extensive experience working with ChatGPT and are fluent in English, we’d love to have you on board!Require;Hourly;https://www.upwork.com/freelance-jobs/apply/Enthusiasts-with-ChatGPT-Experience_~021833706745515151205
Developer  for Meme Coin Presale/Launch;I am in need of a meme presale/launch developer! We are trying to initiate a presale of a meme coin with utility capabilities.We will need to airdrop the coin.We will need to implement a tax on the;Est. budget: $500.00;https://www.upwork.com/freelance-jobs/apply/Developer-for-Meme-Coin-Presale-Launch_~021833677903861299047
FastAPI / PostgreSQL user / Stripe Integraion;I always give 5 starts, looking for a start on upwork, please see my profile. Essentially a pretty easy task, will probably take you three hours. My API used to work, but broke, so would like someon;Est. budget: $100.00;https://www.upwork.com/freelance-jobs/apply/FastAPI-PostgreSQL-user-Stripe-Integraion_~021833638840892571197
 Employee Attendance Tracking System in Excel;1. Project Overview:We are seeking a highly skilled Excel expert to enhance our existing Employee Attendance Tracking system. The current system tracks employee leave, calculates statistics, and prov;Hourly: $10.00 - $15.00 ;https://www.upwork.com/freelance-jobs/apply/Employee-Attendance-Tracking-System-Excel_~021833618785559451152
DJI Drone and python;2 tasks1. Get live stream from DJI drone to analyse in python open cv.2. Get position on map of drone.;Est. budget: $450.00;https://www.upwork.com/freelance-jobs/apply/DJI-Drone-and-span-class-highlight-python-span_~021833614725471188839
Scraping project ;This is a simple projecti am looking for someone who can scrap https://sa.aqar.fm/ on a) specific parametersb) aviod proxy restrictionsc) have the output being automated for next 6 months if y;Hourly;https://www.upwork.com/freelance-jobs/apply/Scraping-project_~021833590248748014720
IT Developer Consultant;We are seeking consultants with a minimum of 6 months to 1 year of experience in relevant technologies to work on our client project. The ideal candidate should have a strong background in IT develope;Hourly: $30.00 - $60.00 ;https://www.upwork.com/freelance-jobs/apply/Developer-Consultant_~021833587718079297383
Build a tool using Serp API to scraper and organise the emails on a google sheet (100k per day);Serp google scraper and organise the emails on a google sheet (200k needed per day)The tool must allow me to enter multiple search so it can run large date on autopilotyou need to run searched l;Est. budget: $200.00;https://www.upwork.com/freelance-jobs/apply/Build-tool-using-Serp-API-scraper-and-organise-the-emails-google-sheet-100k-per-day_~021833519855758364431
Amazon Review Extract;Need someone to help us extract reviews from Amazon.If you could do this for us, or teach us the best and easiest way to do so we can pay a fixed price ;Hourly: $3.00 - $6.00 ;https://www.upwork.com/freelance-jobs/apply/Amazon-Review-Extract_~021833508123379778158
Contract Automation;Task: Automate a postgres table data population in such a way that when an excel source (attached) is placed in a s3 folder, the table should be populated with the data. No transformations needed.AW;Hourly;https://www.upwork.com/freelance-jobs/apply/Contract-Automation_~021833497988365487973
Data Annotation for Different Languages;We need some team leaders who can build many languages'  teams for data annotation for different languages.;Hourly;https://www.upwork.com/freelance-jobs/apply/Data-Annotation-for-Different-Languages_~021833483540840858222
Automobile data scrapping project;Hey, I have two small deliverables for this project:1. Scrapping a public website and giving the desired output 2. Handing over the data mining script at the end of the projectCheck this link ;Est. budget: $60.00;https://www.upwork.com/freelance-jobs/apply/Automobile-data-scrapping-project_~021833467440128862048
Metatrader 4 news filter ;I need to add a news filter.(Metatrader 4) The algo should stop at the time of CPI FOMC and NFP data. Postion open and pending orders should be closed. The algo should start again the next day;Est. budget: $20.00;https://www.upwork.com/freelance-jobs/apply/Metatrader-news-filter_~021833446366018344464
Customer support;1. Reach out to customers via Livechat, email, and social media channels to collect their info and feedback. 2. Help them with simple questions by searching info in the knowledge base.3. Re-direct t;Hourly: $3.00 - $5.00 ;https://www.upwork.com/freelance-jobs/apply/Customer-support_~021833441908888876903
Analyze Customer Feedback to Improve Product Development;seeking a data analyst to analyze customer feedback data collected from surveys and online reviews to identify key areas for improving our product. The goal is to extract actionable insights that can ;Hourly: $5.00 - $20.00 ;https://www.upwork.com/freelance-jobs/apply/Analyze-Customer-Feedback-Improve-Product-Development_~021833434295547639655
Seeking Senior Flutter Developer for code review and adding some missing features; I’m looking for a skilled Senior Flutter developer to assist us with a code review and add a few missing features to my mobile app. We need someone with expertise in Flutter to ensure the code qualit;Est. budget: $50.00;https://www.upwork.com/freelance-jobs/apply/Seeking-Senior-Flutter-Developer-for-code-review-and-adding-some-missing-features_~021833416321351658999
Kivy Expert Project;Need assistance with a small Kivy project. You will make a relatively simple form for capturing demographics and contact information about an individual. Once all data has been entered, a Submit butto;Est. budget: $25.00;https://www.upwork.com/freelance-jobs/apply/Kivy-Expert-Project_~021833335399158570112
Crypto Addresses data for risk analysis;I need to collect data for crypto addresses that are flagged for reasons such as dark-web activities, money laundry, hacking, terrorism, ...etc to be used in a transaction pre-screening step before pr;Est. budget: $75.00;https://www.upwork.com/freelance-jobs/apply/Crypto-Addresses-data-for-risk-analysis_~021833328076579069056
Playwright Scraper Immediate Work;Write a python playwright scraper that goes to a website which contains multiple stores.Enter a zip code (provided by me).Scrape all the resulting elements on the page. (They are local places).F;Est. budget: $5.00;https://www.upwork.com/freelance-jobs/apply/Playwright-Scraper-Immediate-Work_~021833297167252565495
Python and Djange Programmer for one page app.;Create a basic django app (no react)1. User inputs an adress.2. Obtain geographic location  adress. (API will be provided)3. Go to Census Gov API and find for that specific geographic locationGra;Est. budget: $10.00;https://www.upwork.com/freelance-jobs/apply/span-class-highlight-Python-span-and-Djange-Programmer-for-one-page-app_~021833291232163764682
C# Developer for Algorithm ;Hi. If you get this job, you will be working with a team of advanced developers, and will be working on developing an advanced algorithm.  This job is NOT meant for anyone!  Only for people that w;Hourly: $3.00 - $4.00 ;https://www.upwork.com/freelance-jobs/apply/Developer-for-Algorithm_~021833281388470383960
AI engineer;I'm looking for an AI engineer having experience with langchain and vectordb;Hourly: $50.00 - $70.00 ;https://www.upwork.com/freelance-jobs/apply/engineer_~021833225946295278026
Python Developer for Data Scrapping & Automation from Yahoo Finance;I need someone who is good with Python and scrapping web data and have strong experience with Pyhton's Pandas, Numpy and Scikit learn packages.  Knowledge of AWS is a plus.;Hourly: $5.00 - $20.00 ;https://www.upwork.com/freelance-jobs/apply/span-class-highlight-Python-span-Developer-for-Data-Scrapping-amp-Automation-from-Yahoo-Finance_~021833212485815855424
LinkedIn Data Extraction with Pages Data Portability API;Status: We created a LinkedIn APP on the develop side and added the product Pages Data Portability API to it. The APP Owner is the administrator of a company page. The APP is verified and we already c;Est. budget: $200.00;https://www.upwork.com/freelance-jobs/apply/LinkedIn-Data-Extraction-with-Pages-Data-Portability-API_~021833143654668832703
Full Stack Developer Needed - Django Python;*IF YOUR LOOKING FOR A GAURENTEED 5* REVIEW TO BOOST YOUR PROFILE APPLY TO THIS JOB - REMEMBER A 5* REVIEW CAN HELP YOU GET MORE BIGGER JOBS IN THE FUTURE**ONLY APPLY TO THIS JOB IF YOU CAN DO THE J;Est. budget: $40.00;https://www.upwork.com/freelance-jobs/apply/Full-Stack-Developer-Needed-Django-span-class-highlight-Python-span_~021833132484459586797
Full Stack Developer Needed to Help Us Build Revolutionary Book Industry Platform;Key Responsibilities:Develop and maintain a full-featured web application from front-end to back-end.Collaborate with product managers and designers to translate business requirements into technica;Hourly;https://www.upwork.com/freelance-jobs/apply/Full-Stack-Developer-Needed-Help-Build-Revolutionary-Book-Industry-Platform_~021833124154573590463
Web crawler for documents (educational and demo);In the process of learning Test Driven Development I a looking for a person that can design and build a web crawler system together with me in a project like way, with requirements, architectural desi;Est. budget: $50.00;https://www.upwork.com/freelance-jobs/apply/Web-crawler-for-documents-educational-and-demo_~021833128829643744493
I need a programmer for data base website.;Of course I like talent. I need wide ranges of talents. PHP language, data-based website. knowledge on google AdSense would be helpful. also google analytics. being good at SEO huge plus. Good at foll;Hourly: $10.00 - $20.00 ;https://www.upwork.com/freelance-jobs/apply/need-programmer-for-data-base-website_~021833125808172000493
QUICK MONEY: Tester cum Project Manager - Students Welcome;I have paid more than 96k+ USD to freelancers in last few months. I have worked with more than 130 developers here and currently working with 130 developers. I believe in long term relationships and n;Est. budget: $50.00;https://www.upwork.com/freelance-jobs/apply/QUICK-MONEY-Tester-cum-Project-Manager-Students-Welcome_~021833122960162291279
Data Engineer;We are developing a cutting-edge sports betting platform that relies on data-driven insights to offer users accurate predictions and enhance their betting experience. We are seeking a talented Data En;Hourly: $3.00 - $5.00 ;https://www.upwork.com/freelance-jobs/apply/Data-Engineer_~021833116411811281692
Scrum Master ;We are seeking an experienced Scrum Master with expertise in managing a portfolio of Data Science projects. The ideal candidate will have a proven track record of leading cross-functional teams and co;Hourly;https://www.upwork.com/freelance-jobs/apply/Scrum-Master_~021833105495662426443
Django Expert Needed;*IF YOUR LOOKING FOR A 5* REVIEW TO BOOST YOUR FREELANCE CAREER APPY TO THIS JOB REMEMBER A 5* REVIEW WILL HELP YOU GET MORE JOBS AND STICK OUT FROM OTHER FREELANCERS*I need someone who can integrat;Est. budget: $15.00;https://www.upwork.com/freelance-jobs/apply/Django-Expert-Needed_~021833099479468827885
Gen AI junior developer;Overview of the Position:Join our passionate team at Digital Dandelion, where we're pioneering the future of Generative AI. You'll collaborate on an exciting project to build AI systems capable of t;Est. budget: $300.00;https://www.upwork.com/freelance-jobs/apply/Gen-junior-developer_~021833095876768594251
Simple Trading Portal through Kotak NEO API and HDFC Securities API;I want to create a simple trading dashboard through Kotak Neo API and HDFC securities API. Main use case is to create bulk sell or buy orders across my personal portfolio. The dashboard should allow m;Est. budget: $90.00;https://www.upwork.com/freelance-jobs/apply/Simple-Trading-Portal-through-Kotak-NEO-API-and-HDFC-Securities-API_~021833086288576909549
Scrape text from a website;HiI basically want text scraping from a website, and put into a spreadsheet with the data points required.So will be top-level page listing then need to go one level down to grab details on each ;Est. budget: $35.00;https://www.upwork.com/freelance-jobs/apply/Scrape-text-from-website_~021833078181607040757
Telegram Automation Expert for Airdrop Farming;We’re looking for an automation expert to help us with airdrop farming on Telegram. The goal is to build a bot or script that can handle tasks like playing the game, click the task, and completing oth;Hourly;https://www.upwork.com/freelance-jobs/apply/Telegram-Automation-Expert-for-Airdrop-Farming_~021833048024591792459
Satellite Scan Path Mean Acquisition Time: Calculation and Derivation;There are two types of scan paths: Lissajous and rose scan paths. Please read the attached document for full details. Mention in the proposal that you have read the attachment.;Est. budget: $15.00;https://www.upwork.com/freelance-jobs/apply/Satellite-Scan-Path-Mean-Acquisition-Time-Calculation-and-Derivation_~021832992586491918667
Need to setup simple backend for saas webapp ;I have a discord bot which run in python and now i need to develop a backend webapp with a simple signup feature and automations. Im using mongodb as database. I just need 4-5 simple menus and primary;Est. budget: $100.00;https://www.upwork.com/freelance-jobs/apply/Need-setup-simple-backend-for-saas-webapp_~021832970915013884235
Hiring external to do trading.;I am looking for someone to trade for me using meta trader 4. I am trading FTSE and US Nasdaq and Dow, so need to do daily trading base on simple strategy. Everything strategy  be given, just daily fo;Est. budget: $500.00;https://www.upwork.com/freelance-jobs/apply/Hiring-external-trading_~021832967899517641965
Write code to detect potential attacks in wireless charging systems using Python;I need someone to help me with Write code to detect potential attacks in wireless charging systems using Python. i will share more details in the chat.;Est. budget: $120.00;https://www.upwork.com/freelance-jobs/apply/Write-code-detect-potential-attacks-wireless-charging-systems-using-span-class-highlight-Python-span_~021832917905034617915
Modify Python Script To Add Front-End;Someone made this Python program that applies to jobs on Linkedin using Easy Apply. It also creates your resume and cover letter automatically by looking at the job description, company name, and titl;Est. budget: $35.00;https://www.upwork.com/freelance-jobs/apply/Modify-span-class-highlight-Python-span-Script-Add-Front-End_~021832859192499996679
Junior Python machine learning developer;we are looking for a junior python developer. this task needs knowledge of python for data science (not pure python). it is a relatively junior role but you must have actually build models in producti;Hourly;https://www.upwork.com/freelance-jobs/apply/Junior-span-class-highlight-Python-span-machine-learning-developer_~021832845097675622407
Odoo DSD Van sales, Sales App and Ordering App Website;Seeking an Odoo Expert to recommend and implement pre built solutions for the following requirements:1. Customer ordering application which has same theme as company website.Customers to have flexi;Hourly;https://www.upwork.com/freelance-jobs/apply/Odoo-DSD-Van-sales-Sales-App-and-Ordering-App-Website_~021832844466848010477
Python Devoloper;We need a beginner who understands Python and is good with math to join us to work on a project. we need you to demonstrate that you know Python, are smart and can learn fast.;Hourly: $3.00 - $5.00 ;https://www.upwork.com/freelance-jobs/apply/span-class-highlight-Python-span-Devoloper_~021832836768168360732
Full Stack Developer to Build AI Social Media MVP;Job Description:We are seeking a talented Full Stack Developer to join our team in building the MVP of IntraAI, an innovative AI-driven social media platform. You will play a critical role in develo;Hourly;https://www.upwork.com/freelance-jobs/apply/Full-Stack-Developer-Build-Social-Media-MVP_~021832721983045057308
5-minute work. Just manually download one data. No programming.;Just manual data download. You don't need to know anything. You don't need to know python or any programming. But you need to have an account at either one of these universities in the list: See thi;Est. budget: $5.00;https://www.upwork.com/freelance-jobs/apply/minute-work-Just-manually-download-one-data-programming_~021832712075641830172
Software Engineer Needed for AI-Based Therapy App;Job Description: Backend Developer for AI-Powered Therapy App (API Integration & Data Storage)About the Project:We are building AristoJoy, an innovative AI-driven app designed to enhance mental hea;Hourly: $3.00 - $15.00 ;https://www.upwork.com/freelance-jobs/apply/Software-Engineer-Needed-for-Based-Therapy-App_~021831896108892251373
Telegram buy and trending bot on cardano;1️⃣ The Bot will ask you to enter your token address to start tracking the buy trades2️⃣ The Bot will find token information automatically, you will be to configure your custom emoji3️⃣ Next step yo;Est. budget: $250.00;https://www.upwork.com/freelance-jobs/apply/Telegram-buy-and-trending-bot-cardano_~021832614579541539147
DLL Confuser related urgent project;For a private project i need some one who can unpack a .DLL with Confuser.;Est. budget: $20.00;https://www.upwork.com/freelance-jobs/apply/DLL-Confuser-related-urgent-project_~021832616323055264827
Implementing a dataset with a ML model;The job is to implement the 3D image segmentation model, using an already pre-processed dataset. The preprosessed dataset will be provided, and you have to implement the dataset with the given model a;Est. budget: $120.00;https://www.upwork.com/freelance-jobs/apply/Implementing-dataset-with-model_~021832562663403201595
Python / SQL programmer to build database;Looking for a python / sql programmer to help create/build a database. Input example data would be in json format.  Tasks would be to write python and sql code to insert json data in mariadb.  The ide;Hourly: $5.00 - $35.00 ;https://www.upwork.com/freelance-jobs/apply/span-class-highlight-Python-span-SQL-programmer-build-database_~021832537689848636653
Help automate my running log on Google sheets;small non commercial data / automation project.   Simply looking to download my running log from Google sheets using Python, summarize data then reupload.   Can provide more info if interested.Reg;Hourly: $10.00 - $50.00 ;https://www.upwork.com/freelance-jobs/apply/Help-automate-running-log-Google-sheets_~021832483046817064693
Automating logging into outlook on macOS;I need to automate logging into outlook accounts using the new version of outlook. It should prompt the user for the account credentials in the beginning.;Est. budget: $50.00;https://www.upwork.com/freelance-jobs/apply/Automating-logging-into-outlook-macOS_~021832493752766593355
Python screen scraper;Experienced Python screen-scraper needed.  Must have extensive experience.;Est. budget: $50.00;https://www.upwork.com/freelance-jobs/apply/span-class-highlight-Python-span-screen-scraper_~021832482501674755309
Request someone to create OTRequest for OTP Verification Alert Implementation on hkcheap.com; I am writing to request an important update to the functionality of our website, hkcheap.com. Specifically, I would like to ensure that an alert is triggered if a client or vendor page does not have ;Est. budget: $5.00;https://www.upwork.com/freelance-jobs/apply/Request-someone-create-OTRequest-for-OTP-Verification-Alert-Implementation-hkcheap-com_~021832417705891374139
Quick Data Scrape;Need someone to scrape all product names and associated prices from this webpage and transfer to excel two columns - please note that the list should hav around 267 items - page loads more products wi;Hourly;https://www.upwork.com/freelance-jobs/apply/Quick-Data-Scrape_~021832348068486463232
Deploy and Test Python Project on cPanel;I need assistance with uploading a Python project to my cPanel server, specifically a telegram bot and web scraping application. Here are the specifics:- You will be responsible for uploading the p;Hourly;https://www.upwork.com/freelance-jobs/apply/Deploy-and-Test-span-class-highlight-Python-span-Project-cPanel_~021832327602534180077
Looking for a Machine Learning Expert for Load Forecasting Research and Paper Writing;We are seeking a machine learning (ML) expert to assist with research and the development of models for load forecasting. The goal is to leverage ML techniques to predict electricity load over various;Est. budget: $25.00;https://www.upwork.com/freelance-jobs/apply/Looking-for-Machine-Learning-Expert-for-Load-Forecasting-Research-and-Paper-Writing_~021832246483689841723
Automated Document Processing Project;We are seeking a developer to build an automated system that can download documents from a secure portal, analyze and summarize the content, and email the key information in a structured format. This ;Hourly;https://www.upwork.com/freelance-jobs/apply/Automated-Document-Processing-Project_~021832113667721749741
Python Script to download Files from a Website;I need a script that downloads something from a specific website and saves it in a folder with a certain pattern.https://gv.vergabeportal.at/Detail/190835#tab2;Est. budget: $100.00;https://www.upwork.com/freelance-jobs/apply/span-class-highlight-Python-span-Script-download-Files-from-Website_~021832090760098670325
PDF - Website Scraping;I require PDF and Website information to be scraped and put into a CSV file. There will be a lot of PDF initially and website information will be added along the way. A CSV file will be created and th;Hourly: $3.00 - $15.00 ;https://www.upwork.com/freelance-jobs/apply/PDF-Website-Scraping_~021832086726889268461
Tech Savvy Assistant to help run some scripts. No coding needed;We are looking for a person who can handle various tasks from marketing & business process to some data processing tasks.. You must be able to work some US business hours (PST). Ideally you are in EME;Hourly: $4.00 - $10.00 ;https://www.upwork.com/freelance-jobs/apply/Tech-Savvy-Assistant-help-run-some-scripts-coding-needed_~021832079402397285148
Experienced Django / Python Developer;QualificationsIf  you send an automated response you will not be considered.***Must be willing to work 10:00AM - 6:00PM EST time zone.***Must be willing to work 10:00AM - 6:00PM EST time zone.*;Hourly: $5.00 - $10.00 ;https://www.upwork.com/freelance-jobs/apply/Experienced-Django-span-class-highlight-Python-span-Developer_~021832078370925536493
AI Engineer Required for Enterprise Chatbot Development;Dear applicants,I am looking for 1 or more tutor(s) to help me for this term. Therefore, if you have taken this and other related courses, please provide your proof/credentials (transcript or certif;Est. budget: $50.00;https://www.upwork.com/freelance-jobs/apply/Engineer-Required-for-Enterprise-Chatbot-Development_~021832050821085963323
Ai automation ;FULL TIME WORK, IMMEDIATE START!We are automating many parts of different companies and we need an individual to join our team. This is a full-time job make.com and Zappia a must as well as a market;Hourly: $4.00 - $8.00 ;https://www.upwork.com/freelance-jobs/apply/automation_~021832012378154902587
Website Development;We are seeking a skilled Front-End Developer to join our dynamic team. The ideal candidate will have experience in developing visually appealing, responsive web applications using Tailwind, HTML, CSS,;Hourly: $10.00 - $20.00 ;https://www.upwork.com/freelance-jobs/apply/Website-Development_~021831974088347582361
Expert in program surfer ;I have data and can't figure out hot to calculate depth of the object ;Est. budget: $50.00;https://www.upwork.com/freelance-jobs/apply/Expert-program-surfer_~021831959072342282477
Remote position for Full Stack Developer;We are looking for a Remote Full-Stack Developer to join our innovative and dynamic team. As a Remote Full-Stack Developer, you will be responsible for building and maintaining the front and back-end ;Hourly;https://www.upwork.com/freelance-jobs/apply/Remote-position-for-Full-Stack-Developer_~021831957742482449645
AI Tinder Bot Chrome Extension (Source Code Provided);Hey!So a while ago I bought this tinder automation bot, thats a chrome extension and automates swiping (and messaging I think)I have the source code that they used to upload into developer section;Est. budget: $1,000.00;https://www.upwork.com/freelance-jobs/apply/Tinder-Bot-Chrome-Extension-Source-Code-Provided_~021831877671491156764
Python assistant for data analysis and data science. Entry Level;Hi, I would like to hire an entry-level Python developer to perform tasks related to multiple codes I am working on. Once you complete one task, additional tasks will be assigned.An initial task wil;Est. budget: $5.00;https://www.upwork.com/freelance-jobs/apply/span-class-highlight-Python-span-assistant-for-data-analysis-and-data-science-Entry-Level_~021831877227649787117
Junior BI Developer;Hey! We're seeking talented candidates to join Data & Analytics team, driving the development of innovative reporting solutions using Microsoft's technology stacks, including PowerBI and Azure, for a ;Hourly: $15.00 - $35.00 ;https://www.upwork.com/freelance-jobs/apply/Junior-Developer_~021831798432531840921
AI Demo agent development ;Developer – AI Demo Agent Development**Location**: Remote **Job Description**:  We are looking for a Developer with a strong foundation in programming and a keen interest in AI/NLP to help develo;Hourly: $18.00 - $22.00 ;https://www.upwork.com/freelance-jobs/apply/Demo-agent-development_~021831736028075080476
Create 2D image generation MVP based on configurator;Need a developer to create a 2D image generator based on a configurator for a table. I have a list of objects and associated assets. People will be able to select from that list for configurable eleme;Hourly: $13.00 - $30.00 ;https://www.upwork.com/freelance-jobs/apply/Create-image-generation-MVP-based-configurator_~021831745492154218827
Python script within AWS RDP help please;Hi!  I recently hired someone from Upwork to create an AWS program, that pulls data from an open API- Yahoo Finance, to automate data and drop it into a google sheet. Unfortunately, the python scrip;Hourly: $25.00 - $100.00 ;https://www.upwork.com/freelance-jobs/apply/span-class-highlight-Python-span-script-within-AWS-RDP-help-please_~021831699822884775149
Add functionality to open source project;There is an open source project -Cohere-toolkitI want to add functionality to print images with text next to the images.I need an explanation how to edit the backend side,And you should edit the c;Est. budget: $70.00;https://www.upwork.com/freelance-jobs/apply/Add-functionality-open-source-project_~021831697109935105083
Crypto KOLs;Hey there,We are looking for some Big Kols on X or TG, to shill our Crypto Presale.If you are in touch with some strong KOLs that can bring result for us, please send me your proposals.Thank you;Est. budget: $10,000.00;https://www.upwork.com/freelance-jobs/apply/Crypto-KOLs_~021831678721831829401
Web Scraper Developer (Excel/Google Sheets Integration);I am looking for a developer to create a web scraper that can extract specific data points from a given list of URLs and store the results in a structured format. This tool should be able to run eithe;Est. budget: $5.00;https://www.upwork.com/freelance-jobs/apply/Web-Scraper-Developer-Excel-Google-Sheets-Integration_~021831641132391556333
Stock Market Data Analyst With AI knowledge. ;Description:I am looking for an experienced data analyst with a strong background in financial markets to analyze the correlation and potential causation between Robinhood (HOOD) stock movements and;Hourly: $3.00 - $5.00 ;https://www.upwork.com/freelance-jobs/apply/Stock-Market-Data-Analyst-With-knowledge_~021831573611185650460
Browser Game Developer (Top Urgent);I'm looking for a talented developer who can script a Tampermonkey extension for Google Chrome to enhance the battle mechanics of a specific browser game. The script should not only automate certain c;Est. budget: $20.00;https://www.upwork.com/freelance-jobs/apply/Browser-Game-Developer-Top-Urgent_~021831556559768225799
Staff Time in Attendance Tool;Build a time in attendance tool on our website for staff to sign in and out of their shifts using the existing code that I can supply. It also needs to integrate with Employment Hero API.Creating a ;Est. budget: $200.00;https://www.upwork.com/freelance-jobs/apply/Staff-Time-Attendance-Tool_~021831547098076907527
Battle Mechanic Enhancements for Browser Game(Top Urgent);I'm looking for a talented developer who can script a Tampermonkey extension for Google Chrome to enhance the battle mechanics of a specific browser game. The script should not only automate certain c;Est. budget: $20.00;https://www.upwork.com/freelance-jobs/apply/Battle-Mechanic-Enhancements-for-Browser-Game-Top-Urgent_~021831545930663692295
Quick Money: Need Python + Django Developer;I have paid more than 95k+ USD to freelancers in last few months. I have worked with more than 130 developers here and currently working with 130 developers. I believe in long term relationships and n;Est. budget: $100.00;https://www.upwork.com/freelance-jobs/apply/Quick-Money-Need-span-class-highlight-Python-span-Django-Developer_~021831442773846759213
Odoo Guru Dev;We are looking for a developer with expertise in GitHub and Odoo to support our team on an ongoing project. You'll be joining a team of two excellent developers, but we're currently overwhelmed and ne;Hourly: $5.00 - $15.00 ;https://www.upwork.com/freelance-jobs/apply/Odoo-Guru-Dev_~021831443626799665087
VBA excel macro running too slow - Convert to Python;Hi,I have an excel macro file to run some data cleanup.basically, we will upload 2 files to this macro.then we would go from step 1 to step 4.but, using excel macro, this entire thing runs extr;Est. budget: $50.00;https://www.upwork.com/freelance-jobs/apply/VBA-excel-macro-running-too-slow-Convert-span-class-highlight-Python-span_~021831392996205094125
Saas AI wrapper development to create email HTML using Claude and Cursor;Here is an outline of what I am looking for. It is essentially an AI wrapper using Claude and Cursor on the backend. It will be a Saas paywalled for users. Please let me know if you can make this. Wit;Est. budget: $300.00;https://www.upwork.com/freelance-jobs/apply/Saas-wrapper-development-create-email-HTML-using-Claude-and-Cursor_~021831381171619063021
AI and Data Engineer;We are seeking a skilled AI and Data Engineer to join our team. As an AI and Data Engineer, you will be responsible for developing and implementing AI models and algorithms to analyze large datasets. ;Hourly;https://www.upwork.com/freelance-jobs/apply/and-Data-Engineer_~021831332735705516039
 Automation of Data Scraping, Processing, and Excel Entry;I am looking for an experienced developer who can help me automate a currently manual process that involves data scraping, web searching, and organizing data into Excel workbooks. The goal is to autom;Hourly: $3.00 - $10.00 ;https://www.upwork.com/freelance-jobs/apply/Automation-Data-Scraping-Processing-and-Excel-Entry_~021831319355306514221
Open position for Full Stack Development;We are looking for a Full-Stack Developer to improve the user interfaces of our internal tools. This role will mainly involve upgrading the UI of applications built using a combination of PHP, Python,;Hourly;https://www.upwork.com/freelance-jobs/apply/Open-position-for-Full-Stack-Development_~015dffb7a52ed8662f
Write process scheduler with different scheduling algorithms, using Java;I need someone to help me with Write process scheduler with different scheduling algorithms, using Java. i will share more details in the chat.;Est. budget: $30.00;https://www.upwork.com/freelance-jobs/apply/Write-process-scheduler-with-different-scheduling-algorithms-using-Java_~01a1e18b4e0457eb74
Looking for Developer to Build and Deploy POC Application Locally;I am seeking a skilled developer to build a Proof of Concept (POC) application and deploy it locally on my machine. The POC will involve the development of several key features to demonstrate the feas;Est. budget: $750.00;https://www.upwork.com/freelance-jobs/apply/Looking-for-Developer-Build-and-Deploy-POC-Application-Locally_~016fa7c311f7b0cedb
Azure ADF Version 2 with a Path to Learning  Data Fabric : Pair Programming Opportunity;I am looking for an Azure Data Factory (ADF) version 2 pair programmer who is eager to learn Fabric pipelines. This is a great opportunity for someone with ADF experience to expand their skills and di;Hourly: $5.00 - $5.00 ;https://www.upwork.com/freelance-jobs/apply/Azure-ADF-Version-with-Path-Learning-Data-Fabric-Pair-Programming-Opportunity_~0197eb50256ff1a80c
"Looking For A Make.com Automation Specialist
";Hi,I'm looking for a Make.com Automation Specialist.I have a Make.com Scenario that automatically post content on my social media channels like Facebook, Instagram, X(Twitter) and Linkedin.I'm u;Est. budget: $5.00;https://www.upwork.com/freelance-jobs/apply/Looking-For-Make-com-Automation-Specialist_~01b843ef45caa4c9b7
Looking for expert that can guide us in our project in AI, Machine learning;Looking for expert that can guide us in our project using AI or Machine Learning;Est. budget: $50.00;https://www.upwork.com/freelance-jobs/apply/Looking-for-expert-that-can-guide-our-project-Machine-learning_~010d39998a5a67db88
Personal assistant proficient in MS Office tools;We're seeking proficient personal assistant. Upload a CV. Primary responsibility includes research, documenting, clerical procedures. ;Hourly: $40.00 - $80.00 ;https://www.upwork.com/freelance-jobs/apply/Personal-assistant-proficient-Office-tools_~0157503d053d8d55cf
Ticketmaster Bot, AXS Bot, Real Madrid, FC Barcelona, Mancity. Queue-it, Queue Fair Bypasser .;We need a Bot which has a primary job of Bypassing queues on Ticketmaster.com and other ticketmaster sites like ticketmaster.ae , ticketmaster uk , ticketmaster sg etc. The bot should also bypass the ;Hourly: $15.00 - $35.00 ;https://www.upwork.com/freelance-jobs/apply/Ticketmaster-Bot-AXS-Bot-Real-Madrid-Barcelona-Mancity-Queue-Queue-Fair-Bypasser_~0175c35e329bbc8c05
AYCD configuration for Ticketmaster.com;We need help of someone to set up our AYCD so that it is compatible with ticketmaster sites around the globe. We need help in fully setting up the aycd software;Hourly: $12.00 - $29.00 ;https://www.upwork.com/freelance-jobs/apply/AYCD-configuration-for-Ticketmaster-com_~0104a8baa6ff5acacd
Scrape Website;Need to scrape website and gather all of the items and prices on it. First i will request a test of the results and payout the rest when the full file is given.;Est. budget: $5.00;https://www.upwork.com/freelance-jobs/apply/Scrape-Website_~01dea94de73c34ad1d
Need Software Developer with specialization in Machine Learning;Need a software Developer with specializaton with machine learning to build models for my software. I will look at your profile and choose whether I'll  share more detail.;Est. budget: $30.00;https://www.upwork.com/freelance-jobs/apply/Need-Software-Developer-with-specialization-Machine-Learning_~01c6f88319a0f4a5d3
